data,passos,distancia_m,kcal_atividade,fc_repouso,fc_media,fc_max,fonte
2022-05-14,4191,3089,124,,,,balance
2022-05-16,2364,1654,73,,,,balance
2022-05-17,2279,1622,83,,,,balance
2022-05-18,2535,1810,82,,,,balance
2022-05-19,524,366,20,,,,balance
2022-05-20,1716,1200,55,,,,balance
2022-05-21,2223,1582,83,,,,balance
2022-05-22,3395,2642,125,,,,balance
2022-05-23,1075,811,30,,,,balance
2022-05-24,241,169,7,,,,balance
2022-05-25,1001,745,32,,,,balance
2022-05-27,197,138,9,,,,balance
2022-05-30,164,115,6,,,,balance
2022-05-31,3905,2865,125,,,,balance
2022-06-01,2230,1559,80,,,,balance
2022-06-02,2149,1505,82,,,,balance
2022-06-03,1692,1183,65,,,,balance
2022-06-04,1535,1073,58,,,,balance
2022-06-05,3880,2757,113,,,,balance
2022-06-06,2500,1783,83,,,,balance
2022-06-07,1246,871,43,,,,balance
2022-06-08,909,641,25,,,,balance
2022-06-09,221,155,7,,,,balance
2022-06-10,7394,5293,211,,,,balance
2022-06-12,4594,3389,143,,,,balance
2022-06-13,1991,1392,66,,,,balance
2022-06-14,2902,2270,107,,,,balance
2022-06-15,3673,2768,131,,,,balance
2022-06-16,1450,1014,46,,,,balance
2022-06-17,12895,9383,575,,,,balance
2022-06-18,2952,2105,91,,,,balance
2022-06-19,3238,2285,113,,,,balance
2022-06-20,1362,967,42,,,,balance
2022-06-21,2301,1609,72,,,,balance
2022-06-22,1949,1363,64,,,,balance
2022-06-23,4095,2896,114,,,,balance
2022-06-24,5959,4292,194,,,,balance
2022-06-25,108,76,4,,,,balance
2022-06-26,252,176,9,,,,balance
2022-06-27,1746,1226,54,,,,balance
2022-06-28,4223,3068,143,,,,balance
2022-06-29,6688,4794,203,,,,balance
2022-06-30,1604,1126,55,,,,balance
2022-07-01,2329,1629,68,,,,balance
2022-07-02,2726,1913,88,,,,balance
2022-07-03,814,591,25,,,,balance
2022-07-04,496,355,18,,,,balance
2022-07-05,290,203,8,,,,balance
2022-07-06,2371,1850,160,,,,balance
2022-07-07,1171,819,47,,,,balance
2022-07-08,5224,4272,238,,,,balance
2022-07-09,6729,5617,447,,,,balance
2022-07-10,5942,4327,178,,,,balance
2022-07-11,1812,1269,733,,,,balance
2022-07-12,6758,5123,210,,,,balance
2022-07-13,595,416,17,,,,balance
2022-07-14,2409,1741,77,,,,balance
2022-07-15,234,164,6,,,,balance
2022-07-16,3317,2378,108,,,,balance
2022-07-17,2825,2029,2315,,,,balance
2022-07-18,1771,1238,62,,,,balance
2022-07-19,2133,1492,72,,,,balance
2022-07-20,6556,4759,192,,,,balance
2022-07-21,4151,2990,116,,,,balance
2022-07-22,5190,3755,149,,,,balance
2022-07-23,5210,4193,171,,,,balance
2022-07-25,4853,3639,150,,,,balance
2022-07-26,7265,5692,294,,,,balance
2022-07-27,3044,2138,84,,,,balance
2022-07-28,4599,3329,142,,,,balance
2022-07-29,5584,4173,175,,,,balance
2022-07-30,634,443,24,,,,balance
2022-08-01,3542,2506,109,,,,balance
2022-08-02,3195,2283,94,,,,balance
2022-08-03,3809,2699,108,,,,balance
2022-08-06,2683,1970,89,,,,balance
2022-08-07,2324,1707,67,,,,balance
2022-08-08,3275,2321,92,,,,balance
2022-08-09,3626,2586,113,,,,balance
2022-08-10,5290,3962,160,,,,balance
2022-08-11,2859,2079,87,,,,balance
2022-08-12,3383,2427,104,,,,balance
2022-08-15,2846,2134,107,,,,balance
2022-08-16,2804,2008,86,,,,balance
2022-08-17,8801,6413,264,,,,balance
2022-08-18,3842,2757,112,,,,balance
2022-08-19,2996,2105,88,,,,balance
2022-08-20,2952,2085,103,,,,balance
2022-08-21,6609,5029,201,,,,balance
2022-08-22,6628,4690,307,,,,balance
2022-08-23,2103,1536,64,,,,balance
2022-08-24,2272,1664,251,,,,balance
2022-08-25,3352,2470,109,,,,balance
2022-08-26,6309,4518,489,,,,balance
2022-08-27,4800,3419,146,,,,balance
2022-08-28,2108,1508,65,,,,balance
2022-08-30,6704,4843,180,,,,balance
2022-08-31,2514,1763,66,,,,balance
2022-09-02,2465,1726,74,,,,balance
2022-09-03,3686,2633,110,,,,balance
2022-09-04,9298,7824,352,,,,balance
2022-09-05,4388,3176,128,,,,balance
2022-09-06,3332,2399,99,,,,balance
2022-09-07,3336,2383,103,,,,balance
2022-09-08,3228,2262,92,,,,balance
2022-09-09,3387,2410,103,,,,balance
2022-09-10,1338,961,42,,,,balance
2022-09-11,3942,3193,266,,,,balance
2022-09-12,3377,2455,107,,,,balance
2022-09-13,2805,1981,81,,,,balance
2022-09-14,2294,1653,75,,,,balance
2022-09-15,7008,5144,209,,,,balance
2022-09-17,7687,5762,236,,,,balance
2022-09-18,3987,3253,206,,,,balance
2022-09-20,2622,1857,75,,,,balance
2022-10-09,4690,3647,152,,,,balance
2022-10-10,2153,1515,64,,,,balance
2022-10-11,4378,3186,135,,,,balance
2022-10-12,4273,3033,130,,,,balance
2022-10-13,4650,3381,136,,,,balance
2022-10-14,2912,2044,98,,,,balance
2022-10-15,5496,4050,177,,,,balance
2022-10-16,3307,2325,110,,,,balance
2022-10-17,2497,1784,84,,,,balance
2022-10-18,7212,5333,209,,,,balance
2022-10-19,3238,2307,109,,,,balance
2022-10-20,3148,2219,91,,,,balance
2022-10-21,1451,1024,51,,,,balance
2022-10-22,7225,5208,220,,,,balance
2022-10-23,4302,3063,134,,,,balance
2022-10-24,3483,2489,101,,,,balance
2022-10-25,3481,2477,105,,,,balance
2022-10-26,3096,2284,99,,,,balance
2022-10-28,1842,1288,54,,,,balance
2022-10-29,806,564,26,,,,balance
2022-10-30,16,11,1,,,,balance
2022-10-31,4676,3413,148,,,,balance
2022-11-01,4202,3476,146,,,,balance
2022-11-02,2888,2051,84,,,,balance
2022-11-03,4663,3369,138,,,,balance
2022-11-04,2213,1559,72,,,,balance
2022-11-05,8503,6259,269,,,,balance
2022-11-06,2637,1864,88,,,,balance
2022-11-07,2981,2121,87,,,,balance
2022-11-08,3158,2275,96,,,,balance
2022-11-09,2503,1777,72,,,,balance
2022-11-10,2167,1515,59,,,,balance
2022-11-11,2535,1799,87,,,,balance
2022-11-12,3891,3047,125,,,,balance
2022-11-13,4622,3250,130,,,,balance
2022-11-14,3493,2515,104,,,,balance
2022-11-15,3762,2674,102,,,,balance
2022-11-16,1859,1313,62,,,,balance
2022-11-17,4755,3437,137,,,,balance
2022-11-18,2457,1736,73,,,,balance
2022-11-19,2997,2134,96,,,,balance
2022-11-20,6704,4858,1058,,,,balance
2022-11-21,2801,1980,89,,,,balance
2022-11-22,3108,2343,99,,,,balance
2022-11-23,2917,2072,93,,,,balance
2022-11-24,2418,1733,71,,,,balance
2022-11-25,3066,2178,94,,,,balance
2022-11-26,933,652,30,,,,balance
2022-11-28,2980,2115,84,,,,balance
2022-11-29,4586,3278,130,,,,balance
2022-11-30,1838,1312,53,,,,balance
2022-12-01,2550,1855,78,,,,balance
2022-12-02,2550,1795,81,,,,balance
2022-12-03,2172,1519,70,,,,balance
2022-12-05,3723,2830,124,,,,balance
2022-12-06,2258,1588,69,,,,balance
2022-12-07,1983,1387,57,,,,balance
2022-12-08,1804,1317,57,,,,balance
2022-12-09,368,257,14,,,,balance
2022-12-10,2609,1841,87,,,,balance
2022-12-11,1350,952,40,,,,balance
2022-12-12,3411,2399,96,,,,balance
2022-12-13,4748,3420,161,,,,balance
2022-12-14,4200,3035,125,,,,balance
2022-12-15,7865,5781,243,,,,balance
2022-12-16,17677,12945,539,,,,balance
2022-12-17,19549,14282,561,,,,balance
2022-12-18,15986,11623,458,,,,balance
2022-12-19,8067,5850,236,,,,balance
2022-12-20,3299,2349,94,,,,balance
2022-12-21,2764,1956,83,,,,balance
2022-12-22,3243,2345,99,,,,balance
2022-12-23,2500,1761,72,,,,balance
2022-12-26,1349,943,47,,,,balance
2022-12-27,2054,1439,62,,,,balance
2022-12-28,3137,2233,95,,,,balance
2022-12-29,4455,3247,142,,,,balance
2022-12-31,970,680,35,,,,balance
2023-01-01,583,429,29,,,,balance
2023-01-02,2243,1583,69,,,,balance
2023-01-03,1751,1224,52,,,,balance
2023-01-04,2969,2098,85,,,,balance
2023-01-05,3348,2398,108,,,,balance
2023-01-06,5051,3728,148,,,,balance
2023-01-07,3750,2836,129,,,,balance
2023-01-08,2465,1844,86,,,,balance
2023-01-09,3213,2311,95,,,,balance
2023-01-10,8439,6279,252,,,,balance
2023-01-11,4796,3437,134,,,,balance
2023-01-12,4287,3043,128,,,,balance
2023-01-13,3953,2893,117,,,,balance
2023-01-14,8000,5831,225,,,,balance
2023-01-15,1942,1358,64,,,,balance
2023-01-16,2849,2048,88,,,,balance
2023-01-17,2645,1868,76,,,,balance
2023-01-18,3389,2393,98,,,,balance
2023-01-19,6099,4596,189,,,,balance
2023-01-20,3105,2224,93,,,,balance
2023-01-21,9086,6655,283,,,,balance
2023-01-22,8680,6363,260,,,,balance
2023-01-23,3667,2654,117,,,,balance
2023-01-24,2652,1868,82,,,,balance
2023-01-25,5316,3909,153,,,,balance
2023-01-26,3721,2717,110,,,,balance
2023-01-27,5165,3722,162,,,,balance
2023-01-28,3437,2443,96,,,,balance
2023-02-02,4022,2819,120,,,,balance
2023-02-03,2288,1610,77,,,,balance
2023-02-04,2720,2028,90,,,,balance
2023-02-05,4771,3878,160,,,,balance
2023-02-06,2717,1918,91,,,,balance
2023-02-07,7056,5215,209,,,,balance
2023-02-08,4680,3294,138,,,,balance
2023-02-09,3249,2297,98,,,,balance
2023-02-10,2793,1985,91,,,,balance
2023-02-11,2231,1681,75,,,,balance
2023-02-12,4456,3251,130,,,,balance
2023-02-13,2239,1568,81,,,,balance
2023-02-14,2651,1861,81,,,,balance
2023-02-15,2921,2103,82,,,,balance
2023-02-16,4421,3118,134,,,,balance
2023-02-17,3400,2483,105,,,,balance
2023-02-18,8320,6088,244,,,,balance
2023-02-20,7538,5494,226,,,,balance
2023-02-21,437,306,12,,,,balance
2023-02-22,3512,2523,107,,,,balance
2023-02-23,4217,3063,129,,,,balance
2023-02-25,5199,3858,186,,,,balance
2023-02-26,4999,3715,159,,,,balance
2023-02-27,3149,2249,95,,,,balance
2023-02-28,5094,3729,154,,,,balance
2023-03-01,3307,2346,97,,,,balance
2023-03-02,3639,2595,109,,,,balance
2023-03-03,5869,4237,170,,,,balance
2023-03-04,5456,4047,170,,,,balance
2023-03-05,2227,1809,82,,,,balance
2023-03-06,2181,1550,70,,,,balance
2023-03-07,5109,3701,155,,,,balance
2023-03-08,4948,3646,154,,,,balance
2023-03-09,5040,3614,149,,,,balance
2023-03-10,1585,1115,48,,,,balance
2023-03-11,3211,2404,100,,,,balance
2023-03-12,22,15,1,,,,balance
2023-03-13,2921,2085,91,,,,balance
2023-03-14,5288,3992,166,,,,balance
2023-03-15,1996,1408,61,,,,balance
2023-03-17,3411,2426,100,,,,balance
2023-03-18,1163,831,36,,,,balance
2023-03-19,2697,2086,90,,,,balance
2023-03-20,3584,2576,107,,,,balance
2023-03-21,2678,1905,79,,,,balance
2023-03-22,4491,3330,141,,,,balance
2023-03-23,5558,4064,167,,,,balance
2023-03-24,3157,2222,90,,,,balance
2023-03-25,3108,2198,102,,,,balance
2023-03-26,6728,4916,202,,,,balance
2023-03-27,3085,2195,100,,,,balance
2023-03-28,4286,3057,125,,,,balance
2023-03-29,4375,3071,136,,,,balance
2023-03-30,4203,2953,129,,,,balance
2023-03-31,6158,4495,187,,,,balance
2023-04-01,12533,9114,405,,,,balance
2023-04-02,11092,7862,348,,,,balance
2023-04-03,9745,6924,308,,,,balance
2023-04-04,7902,5757,1042,,,,balance
2023-04-05,5334,3807,183,,,,balance
2023-04-06,2740,1989,91,,,,balance
2023-04-07,3639,2740,107,,,,balance
2023-04-08,2833,2081,89,,,,balance
2023-04-09,4527,3203,127,,,,balance
2023-04-10,10745,8029,376,,,,balance
2023-04-11,4718,3377,141,,,,balance
2023-04-12,3030,2153,97,,,,balance
2023-04-13,2970,2086,94,,,,balance
2023-04-14,2736,1922,82,,,,balance
2023-04-16,3357,2674,160,,,,balance
2023-04-17,3167,2266,100,,,,balance
2023-04-18,7437,5492,222,,,,balance
2023-04-19,3145,2252,96,,,,balance
2023-04-20,5146,3787,151,,,,balance
2023-04-21,3972,2867,123,,,,balance
2023-04-22,3222,2430,95,,,,balance
2023-04-23,652,456,17,,,,balance
2023-04-25,428,299,15,,,,balance
2023-04-26,6908,4918,196,,,,balance
2023-04-27,5535,3940,159,,,,balance
2023-04-28,2908,2075,88,,,,balance
2023-04-29,6220,4525,201,,,,balance
2023-04-30,9148,6648,563,,,,balance
2023-05-01,4630,3331,209,,,,balance
2023-05-02,5699,4093,162,,,,balance
2023-05-03,3839,2716,130,,,,balance
2023-05-04,6818,4904,200,,,,balance
2023-05-05,4248,3005,117,,,,balance
2023-05-06,3091,2338,105,,,,balance
2023-05-07,748,523,21,,,,balance
2023-05-08,3323,2327,100,,,,balance
2023-05-09,3754,2660,117,,,,balance
2023-05-10,1844,1308,61,,,,balance
2023-05-11,791,600,171,,,,balance
2023-05-15,2778,1963,119,,,,balance
2023-05-16,4443,3161,123,,,,balance
2023-05-17,2985,2088,94,,,,balance
2023-05-18,9505,6910,291,,,,balance
2023-05-19,3784,2687,113,,,,balance
2023-05-20,3057,2189,87,,,,balance
2023-05-21,1622,1142,46,,,,balance
2023-05-22,3533,2508,106,,,,balance
2023-05-23,5725,4104,181,,,,balance
2023-05-24,6010,4470,190,,,,balance
2023-05-25,5506,3920,154,,,,balance
2023-05-26,3273,2304,97,,,,balance
2023-05-27,5649,4074,168,,,,balance
2023-05-28,5552,4257,174,,,,balance
2023-05-29,2580,1810,84,,,,balance
2023-05-30,7412,5317,216,,,,balance
2023-05-31,3098,2203,90,,,,balance
2023-06-01,4034,2869,120,,,,balance
2023-06-02,3291,2322,101,,,,balance
2023-06-03,3205,2324,102,,,,balance
2023-06-04,1521,1082,54,,,,balance
2023-06-05,2308,1654,70,,,,balance
2023-06-06,6201,4384,179,,,,balance
2023-06-07,5293,3777,158,,,,balance
2023-06-08,2307,1755,74,,,,balance
2023-06-09,6772,4898,207,,,,balance
2023-06-10,7300,5275,216,,,,balance
2023-06-11,9387,7034,280,,,,balance
2023-06-12,2947,2067,87,,,,balance
2023-06-13,6124,4428,183,,,,balance
2023-06-14,3754,2739,118,,,,balance
2023-06-15,6266,4507,190,,,,balance
2023-06-16,5217,3819,149,,,,balance
2023-06-17,10323,7367,962,,,,balance
2023-06-18,1522,1151,46,,,,balance
2023-06-19,2584,1811,78,,,,balance
2023-06-20,3537,2510,97,,,,balance
2023-06-21,3749,2661,143,,,,balance
2023-06-22,9221,6939,332,,,,balance
2023-06-23,9036,6597,266,,,,balance
2023-06-24,4061,3122,154,,,,balance
2023-06-25,8721,7038,329,,,,balance
2023-06-26,3037,2130,92,,,,balance
2023-06-27,4878,3482,141,,,,balance
2023-06-28,6466,4688,210,,,,balance
2023-06-29,7364,5385,226,,,,balance
2023-06-30,3629,2596,113,,,,balance
2023-07-01,7164,5711,329,,,,balance
2023-07-02,6406,4955,202,,,,balance
2023-07-03,4015,2816,128,,,,balance
2023-07-04,4113,2897,113,,,,balance
2023-07-05,5931,4193,174,,,,balance
2023-07-06,3372,2368,93,,,,balance
2023-07-07,3883,2783,114,,,,balance
2023-07-08,5062,3616,140,,,,balance
2023-07-09,1768,1295,59,,,,balance
2023-07-10,2887,2036,86,,,,balance
2023-07-11,4642,3336,139,,,,balance
2023-07-12,3480,2524,110,,,,balance
2023-07-13,5710,4157,170,,,,balance
2023-07-14,2328,1628,75,,,,balance
2023-07-15,2237,1605,73,,,,balance
2023-07-16,7101,5378,225,,,,balance
2023-07-17,3205,2282,109,,,,balance
2023-07-18,4011,2869,117,,,,balance
2023-07-19,4727,3537,479,,,,balance
2023-07-20,5746,4073,208,,,,balance
2023-07-21,11551,8387,724,,,,balance
2023-07-22,4669,3297,1825,,,,balance
2023-07-23,8845,7132,526,,,,balance
2023-07-24,4449,3467,274,,,,balance
2023-07-25,5386,3894,161,,,,balance
2023-07-26,2000,1399,59,,,,balance
2023-07-27,4263,3110,123,,,,balance
2023-07-29,3395,2472,102,,,,balance
2023-07-30,3324,2466,1516,,,,balance
2023-07-31,2372,1678,80,,,,balance
2023-08-01,2462,1740,68,,,,balance
2023-08-02,4042,2871,120,,,,balance
2023-08-03,4319,3170,128,,,,balance
2023-08-04,2181,1536,68,,,,balance
2023-08-05,280,196,10,,,,balance
2023-08-06,3961,3066,343,,,,balance
2023-08-07,3121,2226,93,,,,balance
2023-08-08,2784,1964,75,,,,balance
2023-08-09,2027,1425,62,,,,balance
2023-08-10,1859,1301,54,,,,balance
2023-08-11,2869,2035,88,,,,balance
2023-08-12,2265,1619,73,,,,balance
2023-08-13,4854,3567,182,,,,balance
2023-08-14,2247,1669,2005,,,,balance
2023-08-15,7766,5749,229,,,,balance
2023-08-16,4685,3389,143,,,,balance
2023-08-17,6537,4633,812,,,,balance
2023-08-18,1185,829,33,,,,balance
2023-08-19,3733,2742,114,,,,balance
2023-08-22,1992,1397,60,,,,balance
2023-08-23,4367,3238,137,,,,balance
2023-08-24,3295,2324,101,,,,balance
2023-08-25,6212,4389,175,,,,balance
2023-08-26,13617,9950,422,,,,balance
2023-08-27,6313,4497,178,,,,balance
2023-08-28,5053,3691,164,,,,balance
2023-08-29,5,3,1,,,,balance
2023-08-30,9496,7054,290,,,,balance
2023-08-31,8256,5930,248,,,,balance
2023-09-01,8098,5818,254,,,,balance
2023-09-02,7460,5527,235,,,,balance
2023-09-03,11687,8355,339,,,,balance
2023-09-04,12584,9253,375,,,,balance
2023-09-05,15843,11412,449,,,,balance
2023-09-06,9425,6828,281,,,,balance
2023-09-07,19275,13950,551,,,,balance
2023-09-08,18145,13139,504,,,,balance
2023-09-09,13178,10097,1353,,,,balance
2023-09-10,42,29,4,,,,balance
2023-09-13,355,250,13,,,,balance
2023-09-14,4589,3343,137,,,,balance
2023-09-15,6272,4528,181,,,,balance
2023-09-18,1967,1376,54,,,,balance
2023-09-20,396,277,8,,,,balance
2023-09-21,3991,2858,132,,,,balance
2023-09-22,3762,2864,186,,,,balance
2023-09-23,3493,2657,137,,,,balance
2023-09-24,6086,5190,254,,,,balance
2023-09-25,2929,2078,90,,,,balance
2023-09-26,2308,1614,77,,,,balance
2023-09-27,5761,4161,166,,,,balance
2023-09-28,6316,4655,192,,,,balance
2023-09-29,4213,2985,126,,,,balance
2023-09-30,3155,2231,103,,,,balance
2023-10-01,7392,6084,552,,,,balance
2023-10-02,2513,1794,77,,,,balance
2023-10-03,5802,4171,168,,,,balance
2023-10-04,2824,2005,87,,,,balance
2023-10-05,2372,1786,76,,,,balance
2023-10-06,2525,1782,77,,,,balance
2023-10-07,2082,1483,66,,,,balance
2023-10-08,3881,3073,326,,,,balance
2023-10-09,12796,9392,375,,,,balance
2023-10-10,25343,18560,711,,,,balance
2023-10-11,3449,2418,107,,,,balance
2023-10-12,3688,2640,109,,,,balance
2023-10-13,2089,1488,74,,,,balance
2023-10-14,3131,2193,91,,,,balance
2023-10-15,2957,2077,2857,,,,balance
2023-10-16,1906,1333,52,,,,balance
2023-10-17,5756,4219,167,,,,balance
2023-10-18,2592,1828,72,,,,balance
2023-10-19,2778,2093,85,,,,balance
2023-10-20,3610,2638,113,,,,balance
2023-10-21,1732,1223,61,,,,balance
2023-10-22,3388,2434,108,,,,balance
2023-10-23,2834,2016,88,,,,balance
2023-10-24,4090,3046,128,,,,balance
2023-10-25,1087,776,30,,,,balance
2023-10-26,3963,2807,118,,,,balance
2023-10-27,1549,1089,49,,,,balance
2023-10-28,6788,5072,214,,,,balance
2023-10-29,1969,1528,62,,,,balance
2023-10-30,2700,1902,79,,,,balance
2023-10-31,4041,2887,124,,,,balance
2023-11-01,834,633,27,,,,balance
2023-11-02,7010,5086,202,,,,balance
2023-11-03,2801,2002,83,,,,balance
2023-11-04,992,694,34,,,,balance
2023-11-05,1284,898,39,,,,balance
2023-11-06,3988,2838,128,,,,balance
2023-11-07,3147,2229,92,,,,balance
2023-11-08,3021,2133,92,,,,balance
2023-11-09,2769,1949,83,,,,balance
2023-11-10,2844,2068,87,,,,balance
2023-11-11,3329,2436,103,,,,balance
2023-11-12,143,100,4,,,,balance
2023-11-13,2755,1948,90,,,,balance
2023-11-14,2856,2005,85,,,,balance
2023-11-15,3288,2376,104,,,,balance
2023-11-16,3024,2122,92,,,,balance
2023-11-17,6170,4461,188,,,,balance
2023-11-18,3151,2301,98,,,,balance
2023-11-19,4381,3478,149,,,,balance
2023-11-20,2832,1988,89,,,,balance
2023-11-21,3903,2812,117,,,,balance
2023-11-22,2749,1969,86,,,,balance
2023-11-23,3467,2517,110,,,,balance
2023-11-24,2436,1716,77,,,,balance
2023-11-25,3953,2858,130,,,,balance
2023-11-26,1739,1216,62,,,,balance
2023-11-27,3314,2371,105,,,,balance
2023-11-28,3992,2854,113,,,,balance
2023-11-29,2907,2067,94,,,,balance
2023-11-30,5285,3928,158,,,,balance
2023-12-01,1680,1210,53,,,,balance
2023-12-02,3893,2752,109,,,,balance
2023-12-04,4467,3237,136,,,,balance
2023-12-05,5286,3704,159,,,,balance
2023-12-06,1647,1165,52,,,,balance
2023-12-07,1979,1384,61,,,,balance
2023-12-08,1351,965,48,,,,balance
2023-12-09,201,141,5,,,,balance
2023-12-11,2946,2062,92,,,,balance
2023-12-12,845,618,29,,,,balance
2023-12-13,3560,2528,109,,,,balance
2023-12-14,3405,2417,109,,,,balance
2023-12-15,3433,2425,107,,,,balance
2023-12-16,4848,3521,145,,,,balance
2023-12-17,2848,2019,90,,,,balance
2023-12-18,5552,3999,167,,,,balance
2023-12-19,3714,2648,110,,,,balance
2023-12-21,4030,2820,114,,,,balance
2023-12-22,4547,3269,136,,,,balance
2023-12-23,2087,1480,68,,,,balance
2023-12-24,2483,1736,85,,,,balance
2023-12-25,1117,781,162,,,,balance
2023-12-26,566,396,16,,,,balance
2023-12-27,3953,2788,109,,,,balance
2023-12-28,2087,1461,70,,,,balance
2023-12-29,2729,1913,81,,,,balance
2023-12-30,2723,1915,87,,,,balance
2024-01-02,2764,2056,79,,,,balance
2024-01-03,3399,2441,107,,,,balance
2024-01-04,5013,3635,157,,,,balance
2024-01-05,4869,3572,151,,,,balance
2024-01-06,8,6,0,,,,balance
2024-01-07,1742,1283,52,,,,balance
2024-01-09,4516,3317,136,,,,balance
2024-01-10,3761,2641,111,,,,balance
2024-01-11,4299,3079,125,,,,balance
2024-01-12,3348,2428,114,,,,balance
2024-01-13,553,393,18,,,,balance
2024-01-14,4464,3236,131,,,,balance
2024-01-15,3382,2412,101,,,,balance
2024-01-16,3460,2465,102,,,,balance
2024-01-17,3207,2291,94,,,,balance
2024-01-18,4239,2986,128,,,,balance
2024-01-19,1059,741,31,,,,balance
2024-01-20,6192,4625,194,,,,balance
2024-01-21,3346,2407,104,,,,balance
2024-01-22,3224,2297,92,,,,balance
2024-01-23,6160,4427,186,,,,balance
2024-01-24,5191,3666,152,,,,balance
2024-01-25,8942,6871,271,,,,balance
2024-01-26,3913,2802,125,,,,balance
2024-01-27,5199,3859,160,,,,balance
2024-01-28,5091,4144,170,,,,balance
2024-01-29,2408,1694,79,,,,balance
2024-01-30,3291,2314,93,,,,balance
2024-01-31,3353,2455,99,,,,balance
2024-02-01,3209,2259,101,,,,balance
2024-02-02,6039,4276,170,,,,balance
2024-02-03,3758,2661,128,,,,balance
2024-02-04,7567,6068,256,,,,balance
2024-02-05,2838,2011,81,,,,balance
2024-02-06,4831,3609,155,,,,balance
2024-02-07,3012,2145,87,,,,balance
2024-02-08,4425,3333,135,,,,balance
2024-02-09,4358,3149,128,,,,balance
2024-02-10,840,587,31,,,,balance
2024-02-11,1218,852,36,,,,balance
2024-02-12,2102,1522,66,,,,balance
2024-02-13,3743,2771,112,,,,balance
2024-02-14,3834,2801,122,,,,balance
2024-02-15,7256,5245,214,,,,balance
2024-02-16,4487,3226,132,,,,balance
2024-02-17,4379,3166,136,,,,balance
2024-02-18,1988,1422,59,,,,balance
2024-02-19,2464,1743,82,,,,balance
2024-02-20,4188,2948,121,,,,balance
2024-02-21,2936,2071,88,,,,balance
2024-02-22,4116,2943,129,,,,balance
2024-02-23,1675,1263,50,,,,balance
2024-02-24,5551,4092,177,,,,balance
2024-02-25,808,565,24,,,,balance
2024-02-26,2863,2010,86,,,,balance
2024-02-27,5971,4399,188,,,,balance
2024-02-28,4738,3340,141,,,,balance
2024-02-29,5257,3790,162,,,,balance
2024-03-01,3630,2604,109,,,,balance
2024-03-02,6687,4916,208,,,,balance
2024-03-03,1087,770,28,,,,balance
2024-03-04,4181,3017,134,,,,balance
2024-03-05,4796,3410,141,,,,balance
2024-03-06,7301,5272,216,,,,balance
2024-03-07,4086,2921,118,,,,balance
2024-03-08,2888,2053,109,,,,balance
2024-03-09,4399,3194,129,,,,balance
2024-03-10,4497,3233,138,,,,balance
2024-03-11,3062,2171,91,,,,balance
2024-03-12,1794,1272,52,,,,balance
2024-03-13,4085,2920,123,,,,balance
2024-03-14,3765,2665,108,,,,balance
2024-03-15,5163,3689,146,,,,balance
2024-03-16,5544,4003,173,,,,balance
2024-03-17,2191,1566,62,,,,balance
2024-03-18,2978,2119,94,,,,balance
2024-03-19,3638,2613,115,,,,balance
2024-03-20,2814,2023,84,,,,balance
2024-03-21,3523,2516,112,,,,balance
2024-03-22,6765,5044,207,,,,balance
2024-03-23,4593,3458,148,,,,balance
2024-03-24,6486,4859,196,,,,balance
2024-03-25,2435,1713,78,,,,balance
2024-03-26,2914,2100,88,,,,balance
2024-03-27,3374,2374,99,,,,balance
2024-03-28,3832,2799,116,,,,balance
2024-03-29,1865,1311,51,,,,balance
2024-03-30,10755,7701,307,,,,balance
2024-03-31,9007,6405,1781,,,,balance
2024-04-01,7931,5635,664,,,,balance
2024-04-02,10851,7677,1558,,,,balance
2024-04-03,5004,3616,156,,,,balance
2024-04-04,3343,2359,103,,,,balance
2024-04-05,3872,2791,116,,,,balance
2024-04-06,1363,1076,44,,,,balance
2024-04-07,6068,4835,202,,,,balance
2024-04-08,3401,2384,108,,,,balance
2024-04-09,4093,2966,124,,,,balance
2024-04-10,3020,2164,90,,,,balance
2024-04-11,5034,3639,144,,,,balance
2024-04-12,2775,1974,87,,,,balance
2024-04-24,878,649,28,,,,balance
2024-04-25,1573,1100,54,,,,balance
2024-04-26,2878,2065,93,,,,balance
2024-04-27,4297,3036,136,,,,balance
2024-04-28,2083,1519,71,,,,balance
2024-04-29,2646,1850,76,,,,balance
2024-04-30,3393,2484,109,,,,balance
2024-05-01,2211,1560,66,,,,balance
2024-05-02,4424,3170,131,,,,balance
2024-05-03,3444,2455,96,,,,balance
2024-05-04,2014,1462,68,,,,balance
2024-05-05,5288,3877,154,,,,balance
2024-05-06,10360,7469,294,,,,balance
2024-05-07,3213,2247,91,,,,balance
2024-05-08,4357,3195,128,,,,balance
2024-05-09,2891,2038,95,,,,balance
2024-05-10,4900,3573,162,,,,balance
2024-05-11,10037,7466,300,,,,balance
2024-05-12,1948,1497,69,,,,balance
2024-05-13,3120,2200,93,,,,balance
2024-05-14,3547,2522,104,,,,balance
2024-05-15,3837,2748,123,,,,balance
2024-05-16,3696,2649,105,,,,balance
2024-05-17,5784,4144,165,,,,balance
2024-05-18,6136,4416,207,,,,balance
2024-05-19,5457,4248,173,,,,balance
2024-05-20,3599,2560,113,,,,balance
2024-05-21,3796,2677,115,,,,balance
2024-05-22,2689,1920,79,,,,balance
2024-05-23,5112,3705,156,,,,balance
2024-05-24,3891,2820,116,,,,balance
2024-05-25,2045,1430,62,,,,balance
2024-05-26,1574,1101,48,,,,balance
2024-05-27,2951,2086,88,,,,balance
